uuid,label_5,label_10,label_20,label_40,label_60
549,0,0,2,2,0
550,2,2,2,2,2
551,1,2,2,2,2
552,1,2,2,2,2
553,1,2,2,2,2
554,2,2,2,2,2
555,2,2,2,2,2
556,2,2,2,2,2
557,2,2,2,2,2
558,2,2,2,2,2
559,1,2,2,2,2
560,2,2,2,2,2
561,2,2,2,2,2
562,2,2,2,2,2
563,2,2,2,2,2
564,1,2,2,2,2
565,2,2,2,2,2
566,1,2,2,2,2
567,1,2,2,2,2
568,2,2,2,2,2
569,1,2,1,2,2
570,2,2,2,2,2
571,2,2,2,2,2
572,2,2,1,2,2
573,2,2,2,2,2
574,2,2,2,2,2
575,1,2,2,2,2
576,1,1,1,2,2
577,0,0,1,2,2
578,1,2,2,2,2
579,1,1,1,2,2
580,0,0,1,2,2
581,0,0,1,2,2
582,1,1,1,2,2
583,1,2,2,2,2
584,1,2,2,2,2
585,1,2,2,2,2
586,2,2,2,2,2
587,1,1,2,2,2
588,0,0,2,2,2
589,0,0,2,2,2
590,1,2,2,2,2
591,1,0,1,2,2
592,0,0,2,2,2
593,0,0,2,2,2
594,0,0,2,2,2
595,0,0,2,2,2
596,0,0,2,2,1
597,0,0,2,2,1
598,1,2,2,2,2
599,1,2,2,2,2
600,2,2,2,2,2
601,1,0,2,2,2
602,1,0,2,2,2
603,1,0,2,2,2
604,1,2,2,2,2
605,1,0,2,2,2
606,1,2,2,2,2
607,1,2,2,2,2
608,1,2,2,2,2
609,1,2,2,2,2
610,0,0,2,2,2
611,1,2,2,2,2
612,1,1,1,2,2
613,1,2,2,2,2
614,1,2,1,2,2
615,1,2,2,2,2
616,1,2,2,2,2
617,1,2,2,2,2
618,0,2,2,2,2
619,1,0,2,2,2
620,1,1,1,2,2
621,1,2,1,2,2
622,2,0,2,2,2
623,1,1,1,1,1
624,0,0,2,2,2
625,1,0,2,2,2
626,1,1,1,2,1
627,1,2,2,2,2
628,1,0,2,0,0
629,1,0,2,2,2
630,1,2,2,2,2
631,1,1,2,2,2
632,1,2,2,2,2
633,2,2,2,2,2
634,2,2,2,2,2
635,0,2,2,2,2
636,0,2,2,2,2
637,2,2,2,2,2
638,1,2,2,2,2
639,1,2,1,2,2
640,0,2,2,2,2
641,0,0,2,2,2
642,1,0,2,2,2
643,0,0,2,2,2
644,1,2,2,2,2
645,0,0,2,2,2
646,0,0,2,2,2
647,2,2,2,2,2
648,0,0,2,2,2
649,2,2,2,2,2
650,1,0,2,2,2
651,1,2,2,2,2
652,1,2,2,2,2
653,1,2,2,2,2
654,1,2,2,2,2
655,1,0,2,2,2
656,1,2,2,2,2
657,2,2,2,2,2
658,0,0,2,2,2
659,0,2,2,2,2
660,2,2,2,2,2
661,0,0,2,2,0
662,0,0,2,2,2
663,2,2,2,2,2
664,0,2,2,2,2
665,0,0,2,2,0
666,0,0,2,2,2
667,0,0,2,2,2
668,1,2,2,2,2
669,0,0,2,2,2
670,0,0,2,2,0
671,0,0,2,2,0
672,2,2,2,2,0
673,1,2,2,2,2
674,1,0,2,2,2
675,0,0,0,2,0
676,0,0,2,2,2
677,0,0,2,2,2
678,1,2,2,2,2
679,2,2,2,2,2
680,2,2,2,2,0
681,1,0,2,2,0
682,1,0,1,2,0
683,0,0,2,0,2
684,1,0,1,2,2
685,1,0,1,0,2
686,2,2,2,2,2
687,2,2,2,2,2
688,2,2,2,2,2
689,2,2,2,2,2
690,2,2,2,2,2
691,1,2,2,2,2
692,2,2,2,2,2
693,2,2,2,2,2
694,2,2,2,2,2
695,1,2,2,2,2
696,2,2,2,2,2
697,2,2,2,2,2
698,2,2,2,2,2
699,1,2,2,2,2
700,2,2,2,2,2
701,1,2,2,2,2
702,0,0,2,2,2
703,0,0,2,2,2
704,1,0,2,2,2
705,1,0,2,2,2
706,0,0,2,2,2
707,0,0,2,2,2
708,0,0,2,2,2
709,2,2,2,2,2
710,2,2,2,2,2
711,2,2,2,2,2
712,2,2,2,2,2
713,1,2,2,2,2
714,2,2,2,2,2
715,2,2,2,2,2
716,2,2,2,2,2
717,1,2,2,2,2
718,1,2,2,2,2
719,1,0,2,2,2
720,2,2,2,2,2
721,2,2,2,2,0
722,2,2,2,2,2
723,2,2,2,2,2
724,0,2,2,0,0
725,1,2,2,2,2
726,2,2,2,2,2
727,1,2,2,2,2
728,2,2,2,2,2
729,2,2,2,2,2
730,2,2,2,2,2
731,2,2,2,2,2
732,2,2,2,2,2
733,2,2,2,2,2
734,2,2,2,2,2
735,2,2,2,2,2
736,2,2,2,2,0
737,2,2,2,2,2
738,1,2,1,2,2
739,1,0,1,2,0
740,0,0,1,0,0
741,1,0,1,2,2
742,1,1,1,2,2
743,0,0,0,0,2
744,0,0,1,0,0
745,0,0,0,0,0
746,1,0,1,1,1
747,1,0,2,2,2
748,0,0,1,2,2
749,0,0,0,0,0
750,2,0,2,2,2
751,2,2,2,2,0
752,0,0,1,0,0
753,0,0,1,0,0
754,1,2,2,2,2
755,0,0,1,0,0
756,0,0,1,0,0
757,0,0,1,0,0
758,0,0,1,0,0
759,0,0,1,0,0
760,1,2,2,2,0
761,1,1,2,2,0
762,1,0,1,0,0
763,1,2,1,0,0
764,1,1,1,0,0
765,1,0,1,0,0
766,1,0,1,0,0
767,1,0,1,0,0
768,1,0,1,0,0
769,1,0,1,0,0
770,1,0,1,0,0
771,1,0,1,0,0
772,1,2,2,2,0
773,1,0,1,0,0
774,0,0,2,0,0
775,1,0,1,0,0
776,1,0,2,0,0
777,1,0,1,2,0
778,0,0,1,0,0
779,1,0,1,0,0
780,2,2,2,0,0
781,1,0,1,0,0
782,1,0,1,0,0
783,2,2,1,0,0
784,2,2,1,1,0
785,1,0,1,0,0
786,1,2,1,0,0
787,1,2,1,0,0
788,2,2,1,0,0
789,1,0,1,0,0
790,2,2,1,0,0
791,1,2,1,0,0
792,1,2,1,0,0
793,1,2,1,0,0
794,2,2,1,0,0
795,1,2,1,0,0
796,1,2,1,1,0
797,1,1,1,0,0
798,1,1,1,0,0
799,1,1,1,0,0
800,1,1,1,0,0
801,1,0,1,0,0
802,1,0,1,0,0
803,1,1,1,0,0
804,1,0,1,0,0
805,1,0,1,0,0
806,2,2,1,0,0
807,0,0,1,0,0
808,1,0,0,0,0
809,0,0,1,0,0
810,0,0,0,0,0
811,0,0,0,0,0
812,1,0,1,0,0
813,1,0,1,0,0
814,1,0,1,0,0
815,1,0,1,0,0
816,2,2,1,0,0
817,2,2,1,0,0
818,2,2,1,0,0
819,1,0,1,0,0
820,1,0,0,0,0
821,2,2,2,0,2
822,0,0,0,0,0
823,0,0,0,0,0
824,0,0,0,0,0
825,0,0,0,0,0
826,0,0,1,0,0
827,1,0,1,0,0
828,0,0,1,0,0
829,1,0,1,0,0
830,1,0,0,0,0
831,0,0,0,0,0
832,0,0,0,0,0
833,0,0,0,0,0
834,0,0,0,0,0
835,1,0,1,0,0
836,0,0,0,0,0
837,0,0,0,0,0
838,0,0,0,0,0
839,1,0,0,0,0
840,1,0,0,0,0
841,1,0,1,0,0
842,0,0,1,0,0
843,1,0,1,0,0
844,1,0,0,0,0
845,1,0,0,0,0
846,1,0,0,0,0
847,0,0,0,0,0
848,0,0,0,0,0
849,1,0,0,0,0
850,0,0,0,0,0
851,0,0,0,0,0
852,0,0,0,0,0
853,0,0,0,0,0
854,0,0,0,0,0
855,1,0,0,0,0
856,0,0,0,0,0
857,0,0,0,0,0
858,0,0,0,0,0
859,0,0,0,0,0
860,0,0,0,0,0
861,0,0,0,0,0
862,0,0,0,0,0
863,0,0,0,0,0
864,0,0,0,0,0
865,0,0,0,0,0
866,0,0,0,0,0
867,0,0,0,0,0
868,0,0,0,0,0
869,0,0,0,0,0
870,0,0,0,0,0
871,0,0,0,0,0
872,1,0,0,0,0
873,0,0,0,0,0
874,0,0,0,0,0
875,0,0,0,0,0
876,0,0,0,0,0
877,0,0,0,0,0
878,1,0,0,0,0
879,1,0,1,0,0
880,0,0,2,0,0
881,1,0,2,0,0
882,1,2,2,0,0
883,1,2,1,0,0
884,1,0,2,0,0
885,1,2,1,0,0
886,1,0,1,0,0
887,1,2,2,0,2
888,1,0,1,0,0
889,1,0,1,0,0
890,2,2,2,0,2
891,2,2,2,0,2
892,1,1,2,2,2
893,1,2,2,2,2
894,1,2,2,2,2
895,2,2,2,2,2
896,1,2,2,0,2
897,2,2,2,2,2
898,1,2,1,0,0
899,1,2,1,0,0
900,1,2,1,1,1
901,1,2,2,2,2
902,1,2,2,2,2
903,1,2,2,2,2
904,1,2,2,2,2
905,1,1,1,2,2
906,1,0,2,2,2
907,1,0,2,2,2
908,1,1,1,1,2
909,1,1,1,1,2
910,1,2,2,2,2
911,1,2,2,2,2
912,0,2,2,2,2
913,2,2,2,2,2
914,0,2,2,2,2
915,0,0,2,0,2
916,1,0,1,0,2
917,1,0,1,0,2
918,0,0,2,0,2
919,1,0,1,0,2
920,1,0,1,0,2
921,1,1,1,0,2
922,1,1,1,0,2
923,1,0,2,2,2
924,1,0,1,0,0
925,2,2,2,2,2
926,1,2,2,2,2
927,1,2,2,2,2
928,1,1,1,2,2
929,1,0,1,0,2
930,0,0,1,0,2
931,1,1,1,2,2
932,1,1,1,1,2
933,1,0,2,2,2
934,1,0,2,2,2
935,1,0,2,2,2
936,1,1,2,2,2
937,1,1,1,2,2
938,1,0,1,2,2
939,1,1,1,2,2
940,2,2,2,2,2
941,2,2,2,2,2
942,2,2,2,2,2
943,1,2,2,2,2
944,1,2,2,2,2
945,1,2,2,0,2
946,1,2,1,0,2
947,2,2,2,2,2
948,1,2,1,2,2
949,1,2,1,2,2
950,1,2,2,2,2
951,1,1,2,2,2
952,1,1,2,2,2
953,1,1,2,2,2
954,2,2,2,2,2
955,2,2,2,2,2
956,1,2,1,2,2
957,2,2,2,2,2
958,2,2,2,2,2
959,2,2,2,2,2
960,2,2,2,2,2
961,2,2,1,2,2
962,1,2,1,2,2
963,1,2,1,2,2
964,1,2,1,2,2
965,1,2,1,2,2
966,1,0,1,0,2
967,1,0,1,2,2
968,1,2,1,2,2
969,2,2,2,2,2
970,1,2,1,2,2
971,1,2,1,2,2
972,1,1,1,2,2
973,0,0,1,0,2
974,1,1,1,2,2
975,1,1,1,2,2
976,1,1,1,2,2
977,1,1,1,2,2
978,1,1,1,2,2
979,1,1,1,2,2
980,1,1,1,2,2
981,1,1,1,2,2
982,1,1,1,2,2
983,1,2,2,2,2
984,1,2,2,2,2
985,1,1,1,2,2
986,1,2,2,2,2
987,1,1,1,2,2
988,1,1,1,2,2
989,2,2,2,2,2
990,2,2,2,2,2
991,1,2,2,2,2
992,1,2,2,2,2
993,2,2,2,2,2
994,1,2,1,2,2
995,1,2,2,2,2
996,1,2,2,2,2
997,2,2,2,2,2
998,1,2,2,2,2
999,1,2,1,2,2
1000,1,2,2,2,2
1001,1,2,1,2,2
1002,1,1,2,2,2
1003,1,2,2,2,2
1004,1,2,2,2,2
1005,1,1,2,2,2
1006,1,2,2,2,2
1007,1,1,1,0,2
1008,1,1,1,0,2
1009,1,2,2,0,2
1010,1,1,1,1,2
1011,1,2,2,2,2
1012,1,1,2,2,2
1013,1,2,2,2,2
1014,1,2,2,2,2
1015,1,2,2,2,2
1016,1,2,2,2,2
1017,1,1,1,2,2
1018,1,2,2,2,2
1019,1,1,1,2,2
1020,1,1,1,2,2
1021,1,2,1,2,2
1022,1,1,1,2,2
1023,1,1,1,2,2
1024,1,1,1,2,2
1025,2,2,2,2,2
1026,1,2,1,2,2
1027,1,1,1,2,2
1028,1,2,1,2,2
1029,1,2,1,2,2
1030,1,1,1,2,2
1031,1,1,1,1,2
1032,1,2,1,2,2
1033,1,1,1,2,1
1034,2,2,1,2,2
1035,1,2,1,2,2
1036,2,2,2,2,2
1037,2,2,1,2,2
1038,1,2,2,2,2
1039,1,2,2,2,2
1040,2,2,2,2,2
1041,1,2,1,2,2
1042,1,2,1,2,2
1043,1,2,1,2,2
1044,1,2,1,2,2
1045,1,2,1,2,2
1046,1,2,1,2,2
1047,1,2,1,2,2
1048,1,2,1,2,2
1049,1,2,2,2,2
1050,1,1,1,2,2
1051,1,1,1,1,1
1052,1,1,1,2,2
1053,1,2,2,2,2
1054,1,2,1,2,2
1055,1,1,1,2,2
1056,1,2,1,2,2
1057,1,2,1,2,2
1058,1,2,1,2,1
1059,1,2,1,2,2
1060,1,2,1,2,2
1061,1,2,2,2,2
1062,1,2,2,2,2
1063,1,2,1,2,2
1064,2,2,1,2,2
1065,2,2,2,2,2
1066,2,2,2,2,2
1067,1,2,2,2,2
1068,1,1,2,2,2
1069,1,2,2,2,2
1070,1,1,1,2,2
1071,1,1,1,2,2
1072,1,1,1,2,2
1073,1,1,1,2,2
1074,1,2,2,2,2
1075,0,2,1,2,2
1076,1,1,1,2,2
1077,1,2,2,2,2
1078,2,2,2,2,2
1079,1,2,2,2,2
1080,1,2,1,2,2
1081,2,2,2,2,2
1082,1,2,2,2,2
1083,1,2,2,2,2
1084,2,2,2,2,2
1085,2,2,1,2,2
1086,1,2,2,2,2
1087,1,2,1,2,2
1088,1,2,1,2,2
1089,2,2,2,2,2
1090,1,2,2,2,2
1091,1,1,1,2,2
1092,2,2,2,2,2
1093,2,2,2,2,2
1094,1,2,1,2,2
1095,1,1,1,2,2
1096,1,1,1,2,2
1097,1,1,1,2,2
1098,1,1,1,2,2
1099,1,1,1,2,2
1100,2,2,2,2,2
1101,2,2,1,2,2
1102,1,1,1,1,2
1103,1,1,1,1,2
1104,1,1,1,1,2
1105,1,1,1,1,2
1106,1,1,1,2,2
1107,1,1,1,2,2
1108,1,2,1,2,2
1109,1,2,1,2,2
1110,1,1,1,2,2
1111,1,1,1,2,2
1112,1,1,1,2,2
1113,1,1,1,2,2
1114,1,1,1,2,2
1115,1,1,1,2,2
1116,1,1,1,2,2
1117,1,1,1,2,2
1118,1,1,1,2,2
1119,1,1,1,2,2
1120,1,1,1,2,2
1121,1,2,1,2,2
1122,1,1,1,2,2
1123,1,2,1,2,2
1124,1,2,1,2,2
1125,1,1,1,2,2
1126,1,2,1,2,2
1127,1,1,1,2,2
1128,1,2,1,2,2
1129,1,1,1,2,2
1130,1,2,1,2,2
1131,1,2,1,2,2
1132,1,1,1,2,2
1133,1,1,1,2,2
1134,1,2,1,2,2
1135,1,1,1,2,2
1136,1,1,1,2,2
1137,1,1,1,2,2
1138,1,1,1,2,2
1139,1,1,1,2,2
1140,1,2,1,2,2
1141,1,1,1,2,2
1142,1,1,1,2,2
1143,1,0,1,2,2
1144,1,1,1,2,2
1145,1,2,1,2,2
1146,1,2,1,2,2
1147,1,2,1,2,2
1148,1,2,1,2,2
1149,1,2,1,2,2
